dialog_key,context,response
ECM-083431,老好白相，不过不像你哎,难道没有人说象我的吗??
LCCC-092516,"济南朋友注意！特价票信息来来袭！年前带家人出去嗨皮一下！
你啥时候来",吃饭后，
ECM-078825,大半夜的咋了,心情不好不好不好
LCCC-052261,"自从改了自动回复就没有人骂我了
机智",机智你MB丑狗有种爆照
ECM-010085,以后周日的真相别看了，都是重播。等播新的了我在告诉你哈。,那我下周一看好咯~~~
ECM-051380,不敢有，怕的,哈哈乖乖~~
KDCONV-002642,"你好，看过《剪刀手爱德华》吗？
看过啊，这是一部爱情片。
由卡罗琳·汤普森、蒂姆·波顿进行编据的电影。
这部电影还获得了第18届土星奖最佳奇幻电影奖。
很好看的一部电影。
它是由约翰尼·德普、薇诺娜·瑞德、黛安娜·维斯特联袂主演的。
那这些人的演技一定会换来高票房的回报了。
票房收入86,024,005美元。
1990年12月14日上映的电影，这个票房不低了。","是呀，制片成本才20,000,000美元。"
LCCC-097704,"三观正，太对了
你怎么想的",我想，她第六季不来啊，不对吗，不是本来就只来一季的嘛。
LCCC-021567,"真好，跟小伙伴一起吃着东西看风景
现在的目标是买个碗",我还差一百块
LCCC-073355,去珠海学啥？,城市规划吧，如果能考上
ECM-053266,我流口水了咋整,哈哈，是不是想起我们猪家一起去粗茶淡饭吃的黄金玉米粒。
LCCC-010241,"你的头像和我男朋友一样，看到你就会想到他，可是我已经打算要分手了
好了，分手了，说分手的是我，哭的也是我，真的好难受好难受，昨天晚上跟他说的，睡觉的时候，睁开眼睛是他，闭上眼睛也是他",那为啥要分啊
ECM-047394,是荷包蛋。放酱油烧过了，所以看起来有点糊了吧？呵呵,这么晚吃，不怕胖吗？
KDCONV-002183,"去过万寿寺吗？
去过，他历经明朝万历皇帝；清朝顺治、康熙、乾隆、光绪皇帝，尤其是清朝慈禧皇太后的历朝的数次大规模翻建，有“京西小故宫”之誉。
这里对外开放吗？
开放啊，时间是周二-周日9:00-16:30（16:00停止入馆），周一闭馆；节假日请提前电话咨询。现暂时停业，2020年开放。
啊，那票价是多钱啊？
20元，知道详细地址吗？
嗯，地址是北京市海淀区万寿寺东路119号，这个景点可以游玩多久呢？
能玩1小时-2小时吧，你去过他周边的景点吗？
我去过他周边的北京海洋馆。
北京海洋馆都有什么动物啊？",北京海洋馆位于北京动物园内，是目前全世界最大的内陆水族馆海洋馆内可以观赏到形态各异的各种海洋动物，还能看到海豚、海狮等精彩的动物表演。
LCCC-060053,"我来安慰你受伤的心灵
怎么个安慰法，说来听听
明天退票，用你退票的钱买东西给你吃
我都想好吃啥了
你哪次都想好了",这次真想好了，信我
LCCC-009798,起床了好梦哈,这么早！！
KDCONV-001918,"还有一个译名叫做伊右卫门之永恒的爱，知道影片的导演是谁吗？
这是由蜷川幸雄执导的，你知道他吗？
知道啊，他是一位著名导演和演员，知道他是哪里出生的吗？
出生于埼玉县川口市，哪年出生的呢？
他出生于1935年10月15日，知道他毕业于哪个院校吗？
毕业于开成高等学校，他有哪些成就呢？
主要成就有日本文化勋章，英国（名誉）大英勋章。
非常有实力的一个人呢，他在国际上有哪些影响力呢？
他凭借对莎士比亚戏剧的深刻诠释获得国际声誉，被称为“世界的蜷川”。
那他有哪些代表作品呢？",代表作品有《NINAGAWA麦克白》，《身毒丸》，《海边的卡夫卡》等。
LCCC-043007,"姐你的大长腿酷
哈哈哈我啥样你还不知道吗",姐你腿确实好看
LCCC-089702,"猫和老鼠手机游戏还不错蛮好玩の
嗯我去下一个试试",还行打发时间蛮有劲の
LCCC-002843,"哇，早
你早！
毕竟回家两天了
过上了老年人生活
家里的人这个点都已经上班干活了，我还在考虑要不要去镇上买油条豆浆",你怎么不上班干活
LCCC-015229,"医生说，被虫咬了
吃药了没？",吃了哈
LCCC-004702,大家有感受到我的速度了吗,何止是速度，还有肌肉
LCCC-042981,确实是赏月看心情话说昨天晚上赏月感觉很好。。,一个人出去买东西，瞄了一眼，然后给家里打了个电话
LCCC-038976,"想作弊不是位置问题，是技术问题
我们班为了占座，差点自相残杀。。拼命似的
无聊，看我们今天最后来的，一样各种抄
我自己答得好不自学成才学富五车",扯，你能不做小抄？
LCCC-044010,"和我一起的！有回忆吗！！
第一时间想到！
想哭下星期和你一起做活动好了没有钱花了",你最近没做？
LCCC-107518,"我知道，你被男人玩过，人家就不要你了，所以你有体会。我知道你不敢说，我帮你说出来
不不不你记错了是你偶像让人玩了忘了监控里逃跑的样子像条狗吗？
又来了，你们真闲",和你们唠嗑我一天老开心了哈哈哈哈
LCCC-052236,"大冰淇淋好不好吃
不好吃，很不好吃",哈哈哈哈那我就不吃了
LCCC-099862,"我吃药半年还是四百多
你也是今年四五月份开始吃的？",嗯五月份吃的
LCCC-081215,我觉得你适合玩游戏,我高中可是足球队长，得过联赛冠军的人。
LCCC-013914,其实我想跟你说，那个会员基本每个人都有的，因为我问过好几个人了，都拿到了,你就不能不告诉我么，玻璃心碎一地了
LCCC-090924,"杯子好不好看我正缺一个杯子
我选的能不好看吗？
够呛哈哈哈不过你为什么要送东西啊
如题，我也不懂为什么，想送就送咯
就喜欢你这么任性",毕竟是大公司嘛
LCCC-108218,"哎明天又要吃单位的饭了
单位的饭真是帮助减肥洗脑我都说服不了我自己
我现在就是看早点的面子不看早点的面子午饭它爱谁谁",没有错！没有早点早就不吃了
LCCC-042485,"入台证么！你好久去啊～～
21号
好棒啊！！自由行么！你一个人？
对啊。没有找到小伙伴
你太棒了菁！！！！
你比我还激动...",是啊！！因为我之前准备了那么久结果没去成
ECM-099588,她原来不就是双眼皮吗？？？,她说她一单一双好不对称！
LCCC-039366,"熟悉的花鼓香
还是原来的配方，还是熟悉的味道",吃来吃去觉得还是豆捞好吃，酱料好
LCCC-089213,"网恋找我
嫉妒吧？",嫉妒你的腋毛？
ECM-000698,我对东莞不熟~~你带我还可以,汇一成好多同学说好
LCCC-094073,"写信最好了
你过年前回不回家",回呀
LCCC-017289,"有壳的难剥
好剥啊，比没壳的好吃
没壳吃着不过瘾，哈哈",呵呵，是的是的~~
KDCONV-000885,"他出生于1977年06月23日，40多岁了，知道他是做什么的吗？
他是一名创作歌手，你知道他最擅长什么乐器吗？
他擅长的乐器很多，吉他，尤克里里琴，曼陀铃，和班卓琴，就问你有才不？
果真是个才子呢，那他都有哪些代表作品呢？
代表作品有I'mYours，Lucky，SongForAFriend，你听说过吗？
听说过呀，很喜欢的，听说他还获得过很多奖项呢，知道都有什么吗？
有Billboard史上在榜最长时间单曲，I‘mYours全球销量超过810万，第51届格莱美“年度歌曲”提名。
没错，还有第52届格莱美最佳流行合唱，第52届格莱美最佳流行男歌手，收获颇丰呢。
那他属于什么风格的歌手呢？
流行摇滚，whitesoul，另类摇滚，厉害吧，你知道他的经济公司是哪个吗？",是大西洋唱片公司，你知道这个公司吗？
LCCC-016259,"老哥送花女主不接老哥被叫走
颜值不够啊",个人觉得不是
LCCC-061174,"你是要考什么，我也还有二十天考试
初会",我们都一样想放弃了
LCCC-056962,"我害羞害羞的哪里会主动
老爸！快上海口
课多啊…",你还上什么课腻？
LCCC-078936,你是啥老用户，荣耀9去年的，已经更新了,p9
LCCC-038684,"为啥吃螺丝
说话吃螺丝，卡。。。
哈哈哈哈，我还以为就是吃螺丝",那应该是整个人都好了……2333
KDCONV-001514,"你好，可以帮我查一下中国西瓜博物馆的地址吗？
没问题，地址在北京市大兴区庞各庄镇政府大院内（近京开高速庞各庄出口），电话你要吗？
不用了，我知道电话是多少，010-89281181，这里能玩多长时间啊？
也就1小时吧，你知道这里都啥时间开放吗？",一般都是8:00-17:00开放，门票贵不？
ECM-017282,爱好吗…这样他就又来教我们啦…,给你给你我不要你跟师母去抢个够
KDCONV-000689,"你好，你听说过诺拉·琼斯？
知道啊，她别名又叫吉塔莉·诺拉·琼斯·香卡尔，你知道她是哪里人吗？
她是美国布鲁克林区出生的，她是作什么职业的呢？",她即是歌手，又是演员。
LCCC-062978,"还不下班
你又改了个啥名字？？没懂",我也不懂…做梦梦见的…
ECM-014561,还是你家院子大!,"呵呵呵呵,是不小."
LCCC-048226,哈哈~你在哪呢'我奶奶都念叨着很久没见到你了,大热天困在家里睡大觉
LCCC-018801,你去合肥啦,你什么时候要我陪啊
LCCC-062102,哇很想买了夏天打伞戴口罩可是感觉戴口罩很闷这个一看就又防晒又透气除了走在校园里回头率有点高没别的毛病了,室友都不想和我走一起了
LCCC-056028,"醒醒我刚醒
～没课吗？",下午才回学校~我们今天补周五的课，周五我们没课所以放了4天
LCCC-055130,"让你买香水
不然买…辣条？",我要吃辣条
LCCC-089033,"还好啦一般般
床前明月光
地上鞋俩双
举头望明月
低头想菇凉！
轻轻的我走了
请将眼角滴泪拭去
我轻轻地进入你的身体
不要，好羞人滴！
听你的娇喘",闪闪亮!
LCCC-000537,"你这边风景独好
再来玩呀",好的呀
ECM-049485,我看到了，呵呵，不过“,我看到了，呵呵，不过“
LCCC-028034,求福,没有啊
LCCC-037492,"我是火箭队
表扬一下摄影师
看过神奇宝贝吗
小精灵嘛
你这个是坏蛋的台词
你想说什么
你换个修饰词
皮卡丘",皮卡皮卡
LCCC-088716,"亲求口红色号
老款的磨砂红色",謝謝
LCCC-011952,你女票在你家过的年？,没有哦
ECM-049478,没事没事，错过了，不过刚刚魏指给我拿了两个酸奶，呵呵,真幸福啊，还有酸奶喝，怎么没人儿给我拿点儿什么呢，呵呵呵
LCCC-041955,闪电…雷雨………恐怖吖,广州又下大雨啊？
LCCC-020770,"你们那边房型有哪些，价格怎么样？想27号去
标间大床三人家庭套房",标间的
LCCC-055048,不回来看球啦,实在是没做好计划
LCCC-044373,啊！成都火锅特别好吃！,冒菜好吃！
LCCC-079623,美容了,刚洗了今又下雨了
ECM-088511,我想问昨天在宜家看到的啊是你啊？,不是我……我最近都没去宜家
ECM-068152,这个不准！不准笑！,我就要笑笑笑~啦啦啦~哈哈哈~
LCCC-057088,到底啥时候给姐买个钱包啊？,……我啥时候说要给你买钱包啦！？
LCCC-108979,"换手机啦？
对呀",换的啥？
LCCC-071344,"你吃过哈哈镜的海瓜子吗
我吃过鸭脖子、鸭肠、大虾、那个还没吃过！好吃呀！怕不新鲜！哈哈哈！",老好吃了欲罢不能的再喝点冰镇小酒哈哈
ECM-069614,我也是很高兴认识你,哎，，自己去找回自己好难啊
KDCONV-000243,"是的，这张专辑的销量还很好呢，累计销量7,650,215；世界销量10,056,000。
啊，这个成绩是不错的，这张专辑有没有得奖啊？
那是一定的了，获得过1999年Oricon专辑月榜冠军作品，Oricon专辑年榜冠军作品。
哦，很值得肯定的作品哦。
还不止呢，还有日本唱片大奖专辑大奖等等。你知道这张专辑里收录了多少首歌曲吗？
12首，都是宇多田光的经典歌曲。
怎么这些年听不到她的歌了呢？
她活跃于1996年到2010年，中间有过退出，然后在2016复到真到现在，所以中间有段时间没有看到她。
哦，是这样啊，你知道的可真是详细啊，她的音乐风格都是摇滚的吗？
是的，还有Ramp;B和Pop……",哦，那她是专业学过音乐吗？
LCCC-024997,"不跟天地斗，跟祖先斗
拽不？",拽过头了
ECM-077040,回来吖！,是不是真带给我见见啊。？
LCCC-106822,"生病了？
就是
咋个的",嗓子发炎
LCCC-098118,"有回来记得找我啊
好啦你也可以来找我
好啊好啊",恩恩
LCCC-021334,"元太这么能吃鳗鱼饭了吗
这样元太就能减减肥了
你想以后饿死他",可以吃别的呀，例如，泥鳅拌饭或者黄鳝拌饭
ECM-083135,所以你们也不带我玩呢,带哎带哎！！
LCCC-062493,"很享受的表情…
你默认我的脸有这么圆么。。。",…这是拍照角度问题不要伤心〜
LCCC-046065,我同事前段时间找过清洗的公司，我只是知道有，具体的不详。,去年就不怎么热了。。今年都还没烧。。想先清理下再烧。。家里好冷
